equipment_id,hospital_id,equipment_name,manufacturer,purchase_date,maintenance_due,status,cost,source_file
1250,14,Anesthesia Machine,Siemens,2022-10-12,2023-11-02,Out of Service,10667392.71,equipment.csv
1251,14,CT Scanner,GE Healthcare,2012-05-15,2013-10-22,Out of Service,15118010.81,equipment.csv
1252,14,MRI Scanner,Dräger,2012-01-21,2013-04-22,Operational,13696998.6,equipment.csv
1253,14,Hospital Bed,GE Healthcare,2015-11-13,2016-08-12,Operational,14966043.72,equipment.csv
1254,14,Ultrasound Machine,Baxter,2018-10-18,2020-08-23,Out of Service,3467907.48,equipment.csv
1255,14,ECG Machine,Fresenius,2014-12-16,2016-05-03,Out of Service,1910444.16,equipment.csv
1256,14,Patient Monitor,Mindray,2023-04-27,2023-11-15,Under Maintenance,19891184.5,equipment.csv
1257,14,CT Scanner,Baxter,2018-10-09,2019-09-05,Out of Service,115248.88,equipment.csv
1258,14,Patient Monitor,GE Healthcare,2017-08-31,2019-04-14,Under Maintenance,1650199.46,equipment.csv
1259,14,Ventilator,Mindray,2014-11-19,2015-08-15,Out of Service,708426.5,equipment.csv
1260,14,Defibrillator,GE Healthcare,2025-06-11,2026-07-04,Operational,3008363.5,equipment.csv
1261,14,Infusion Pump,Baxter,2017-06-30,2018-03-30,Under Maintenance,12015514.47,equipment.csv
1262,14,Incubator,Mindray,2023-09-01,2025-05-07,Operational,22631018.14,equipment.csv
1263,14,Ultrasound Machine,Mindray,2018-05-15,2019-03-12,Operational,4179211.78,equipment.csv
1264,14,Hospital Bed,Mindray,2018-09-21,2019-12-25,Out of Service,5386770.56,equipment.csv
1265,14,Patient Monitor,Dräger,2025-06-25,2026-07-28,Under Maintenance,1893591.32,equipment.csv
1266,14,Infusion Pump,Dräger,2014-06-16,2016-02-16,Operational,12852249.51,equipment.csv
1267,14,MRI Scanner,Baxter,2022-12-14,2024-10-20,Out of Service,18964350.99,equipment.csv
1268,14,Hospital Bed,Medtronic,2015-08-19,2016-02-23,Out of Service,15409056.35,equipment.csv
1269,14,Hospital Bed,Medtronic,2019-02-13,2020-03-17,Under Maintenance,22547927.11,equipment.csv
1270,14,Hospital Bed,Siemens,2022-07-27,2024-05-03,Operational,14306098.11,equipment.csv
1271,14,Hospital Bed,GE Healthcare,2012-04-03,2013-05-14,Under Maintenance,7866369.13,equipment.csv
1272,14,CT Scanner,GE Healthcare,2024-04-22,2026-02-28,Out of Service,20394554.03,equipment.csv
1273,14,Oxygen Concentrator,Fresenius,2025-04-24,2025-12-11,Under Maintenance,19560957.54,equipment.csv
1274,14,Ventilator,Dräger,2017-06-18,2018-02-08,Out of Service,11365743.96,equipment.csv
1275,14,Defibrillator,GE Healthcare,2024-11-29,2026-06-21,Out of Service,17778201.84,equipment.csv
1276,14,Ultrasound Machine,Baxter,2025-09-07,2027-03-01,Out of Service,18679800.08,equipment.csv
1277,14,Hospital Bed,Siemens,2024-02-07,2025-11-24,Under Maintenance,23331717.63,equipment.csv
1278,14,Dialysis Machine,Siemens,2023-12-28,2024-07-27,Operational,5934548.02,equipment.csv
1279,14,Ultrasound Machine,Mindray,2011-12-09,2012-07-07,Under Maintenance,23874791.8,equipment.csv
1280,14,MRI Scanner,Siemens,2021-11-02,2023-03-12,Under Maintenance,10265909.25,equipment.csv
1281,14,Infusion Pump,Medtronic,2018-01-14,2019-06-18,Operational,21652434.29,equipment.csv
1282,14,Incubator,Mindray,2016-05-22,2018-02-11,Out of Service,2377843.43,equipment.csv
1283,14,Ultrasound Machine,Mindray,2012-06-29,2013-03-14,Out of Service,4561597.76,equipment.csv
1284,14,Patient Monitor,Fresenius,2018-07-21,2019-10-21,Operational,3796796.71,equipment.csv
1285,14,MRI Scanner,Baxter,2016-08-03,2018-01-17,Under Maintenance,20124287.82,equipment.csv
1286,14,X-Ray Machine,Philips,2019-10-23,2021-03-12,Under Maintenance,8093178.46,equipment.csv
1287,14,CT Scanner,GE Healthcare,2019-10-18,2021-07-19,Operational,13229626.58,equipment.csv
1288,14,Infusion Pump,Philips,2013-04-02,2014-12-22,Operational,13852858.95,equipment.csv
1289,14,Ultrasound Machine,Siemens,2019-10-28,2021-10-11,Operational,6592858.56,equipment.csv
1290,14,Patient Monitor,Medtronic,2012-06-15,2012-12-13,Out of Service,13406040.85,equipment.csv
1291,14,Infusion Pump,Medtronic,2025-07-23,2026-02-02,Operational,11443076.65,equipment.csv
1292,14,ECG Machine,Mindray,2015-07-07,2016-11-23,Operational,10320463.06,equipment.csv
1293,14,Patient Monitor,Fresenius,2019-09-21,2021-04-18,Operational,19180577.02,equipment.csv
1294,14,Infusion Pump,Philips,2015-04-16,2016-06-22,Under Maintenance,5532222.88,equipment.csv
1295,14,Oxygen Concentrator,Baxter,2015-02-02,2015-10-28,Out of Service,12246251.6,equipment.csv
1296,14,ECG Machine,Philips,2022-10-07,2024-05-29,Operational,13173621.71,equipment.csv
1297,14,Oxygen Concentrator,Mindray,2012-10-01,2013-09-02,Under Maintenance,13101526.77,equipment.csv
1298,14,Patient Monitor,Fresenius,2021-09-28,2022-07-31,Under Maintenance,23479680.79,equipment.csv
1299,14,Infusion Pump,Philips,2020-04-17,2021-10-09,Out of Service,1949783.92,equipment.csv
1300,14,CT Scanner,Medtronic,2016-10-25,2017-11-23,Out of Service,10563157.82,equipment.csv
1301,14,CT Scanner,Medtronic,2015-12-28,2017-10-23,Operational,17579027.22,equipment.csv
1302,14,Defibrillator,Dräger,2021-12-27,2023-02-26,Operational,8651024.27,equipment.csv
1303,14,Oxygen Concentrator,Mindray,2022-06-07,2024-01-17,Under Maintenance,12459920.59,equipment.csv
1304,14,ECG Machine,Philips,2015-09-22,2016-09-14,Under Maintenance,10478156.54,equipment.csv
1305,14,Defibrillator,Siemens,2023-06-12,2024-05-08,Under Maintenance,28577.71,equipment.csv
1306,14,MRI Scanner,Baxter,2011-06-28,2012-01-04,Operational,3167878.79,equipment.csv
1307,14,Incubator,Medtronic,2017-01-02,2018-09-11,Out of Service,10491113.92,equipment.csv
1308,14,Operating Table,GE Healthcare,2019-06-01,2020-01-06,Under Maintenance,2821029.67,equipment.csv
1309,14,Operating Table,Medtronic,2021-02-25,2022-01-15,Under Maintenance,2884683.25,equipment.csv
1310,14,CT Scanner,Medtronic,2015-12-18,2017-06-28,Under Maintenance,8395013.23,equipment.csv
1311,14,Ventilator,GE Healthcare,2025-04-15,2027-03-14,Out of Service,727715.11,equipment.csv
1312,14,Oxygen Concentrator,Mindray,2023-07-24,2024-02-10,Under Maintenance,10559704.09,equipment.csv
1313,14,Defibrillator,Siemens,2023-06-27,2025-01-22,Under Maintenance,8032814.67,equipment.csv
1314,14,ECG Machine,Baxter,2017-10-22,2018-09-07,Out of Service,10441259.49,equipment.csv
1315,14,Infusion Pump,GE Healthcare,2017-01-10,2018-10-10,Under Maintenance,19991304.93,equipment.csv
1316,14,ECG Machine,Dräger,2012-10-19,2013-08-26,Operational,21825356.71,equipment.csv
1317,14,Incubator,Fresenius,2023-07-10,2024-10-25,Under Maintenance,11491505.95,equipment.csv
1318,14,Oxygen Concentrator,Dräger,2016-06-13,2017-02-10,Under Maintenance,10445872.94,equipment.csv
1319,14,Patient Monitor,Siemens,2013-09-04,2015-03-23,Under Maintenance,22255748.43,equipment.csv
1320,14,MRI Scanner,Philips,2016-09-02,2018-03-10,Under Maintenance,24206757.7,equipment.csv
1321,14,Dialysis Machine,Philips,2016-05-30,2018-01-20,Out of Service,4814967.87,equipment.csv
1322,14,Dialysis Machine,Medtronic,2021-02-11,2021-12-23,Under Maintenance,5020127.95,equipment.csv
1323,14,X-Ray Machine,Medtronic,2023-01-07,2024-02-18,Operational,3308465.84,equipment.csv
1324,14,Ventilator,Medtronic,2012-09-02,2014-05-23,Out of Service,6250095.25,equipment.csv
1325,14,Incubator,Philips,2013-10-30,2014-12-04,Out of Service,312474.43,equipment.csv
1326,14,Anesthesia Machine,Siemens,2022-08-19,2024-03-14,Under Maintenance,8169546.73,equipment.csv
1327,14,X-Ray Machine,Philips,2018-09-05,2020-08-01,Operational,16981355.83,equipment.csv
1328,14,Ultrasound Machine,Mindray,2017-08-22,2019-02-16,Out of Service,23109252.17,equipment.csv
1329,14,X-Ray Machine,GE Healthcare,2024-06-09,2026-01-04,Under Maintenance,10485732.55,equipment.csv
1330,14,Patient Monitor,Siemens,2019-09-24,2020-05-04,Under Maintenance,22321438.56,equipment.csv
1331,14,Operating Table,Mindray,2022-06-27,2024-02-03,Operational,9260292.45,equipment.csv
1332,14,Dialysis Machine,Baxter,2023-08-27,2024-06-07,Operational,22966633.86,equipment.csv
1333,14,Ventilator,Dräger,2016-03-11,2016-10-04,Under Maintenance,9353659.82,equipment.csv
1334,14,Patient Monitor,Fresenius,2013-08-31,2014-02-28,Under Maintenance,22988261.65,equipment.csv
1335,14,ECG Machine,Philips,2016-03-22,2016-12-27,Operational,7969941.11,equipment.csv
1336,14,MRI Scanner,GE Healthcare,2014-11-22,2016-10-28,Under Maintenance,1787449.16,equipment.csv
1337,14,ECG Machine,Medtronic,2011-09-22,2012-10-23,Out of Service,9104202.88,equipment.csv
1338,14,Incubator,GE Healthcare,2024-08-10,2025-10-18,Operational,17638599.06,equipment.csv
1339,14,Patient Monitor,Medtronic,2020-03-17,2021-11-21,Operational,23294180.23,equipment.csv
1340,14,Oxygen Concentrator,GE Healthcare,2016-04-13,2017-08-14,Operational,23965865.41,equipment.csv
1341,14,X-Ray Machine,Baxter,2017-09-11,2018-12-30,Operational,3181930.0,equipment.csv
1342,14,Ventilator,Dräger,2014-06-16,2015-06-21,Operational,13792618.06,equipment.csv
1343,14,Defibrillator,Siemens,2012-02-06,2013-02-19,Operational,2333760.28,equipment.csv
1344,14,Infusion Pump,Siemens,2017-12-07,2019-07-02,Out of Service,16981780.63,equipment.csv
1345,14,Hospital Bed,Siemens,2013-11-09,2015-04-19,Under Maintenance,19537087.42,equipment.csv
1346,14,Ventilator,Dräger,2015-06-20,2016-01-06,Out of Service,1192156.06,equipment.csv
1347,14,Defibrillator,Medtronic,2012-07-18,2014-04-07,Out of Service,283743.5,equipment.csv
1348,14,Ultrasound Machine,Siemens,2021-01-20,2022-01-04,Out of Service,2643998.91,equipment.csv
1349,14,X-Ray Machine,Philips,2017-04-05,2018-05-15,Operational,14095674.56,equipment.csv
1350,14,Hospital Bed,Siemens,2022-02-04,2022-09-25,Operational,279622.32,equipment.csv
1351,14,Hospital Bed,Baxter,2019-02-07,2019-11-28,Under Maintenance,11806016.37,equipment.csv
1352,14,Dialysis Machine,Baxter,2015-02-12,2017-01-30,Under Maintenance,21013224.13,equipment.csv
1353,14,Operating Table,Medtronic,2021-05-25,2023-03-31,Under Maintenance,9442763.19,equipment.csv
1354,14,Infusion Pump,GE Healthcare,2024-04-11,2025-08-16,Out of Service,2359052.65,equipment.csv
1355,14,Ventilator,Siemens,2022-05-27,2023-11-23,Operational,17757591.41,equipment.csv
1356,14,Patient Monitor,Siemens,2014-09-08,2015-04-30,Operational,2778869.3,equipment.csv
1357,14,X-Ray Machine,Medtronic,2024-12-17,2026-03-31,Out of Service,4940823.94,equipment.csv
1358,14,Operating Table,GE Healthcare,2012-07-13,2014-02-01,Out of Service,3698404.56,equipment.csv
1359,14,X-Ray Machine,Siemens,2015-09-21,2017-08-29,Under Maintenance,747669.02,equipment.csv
1360,15,MRI Scanner,GE Healthcare,2014-08-27,2015-08-09,Under Maintenance,1983528.78,equipment.csv
1361,15,CT Scanner,Dräger,2018-03-06,2019-03-31,Out of Service,1331077.81,equipment.csv
1362,15,CT Scanner,Fresenius,2013-10-27,2015-05-01,Under Maintenance,15589813.32,equipment.csv
1363,15,ECG Machine,Philips,2018-10-06,2020-09-23,Under Maintenance,12014640.32,equipment.csv
1364,15,Infusion Pump,Mindray,2024-08-13,2025-06-04,Operational,3149460.03,equipment.csv
1365,15,Oxygen Concentrator,Siemens,2021-01-07,2022-08-05,Operational,5906540.97,equipment.csv
1366,15,Ultrasound Machine,Mindray,2021-11-05,2022-09-19,Out of Service,10656290.84,equipment.csv
1367,15,Defibrillator,Mindray,2026-04-09,2027-06-06,Operational,3300694.44,equipment.csv
1368,15,Ultrasound Machine,Siemens,2020-10-03,2021-07-10,Under Maintenance,12007137.01,equipment.csv
1369,15,Patient Monitor,Mindray,2022-02-20,2023-12-17,Operational,20108289.0,equipment.csv
1370,15,Infusion Pump,Siemens,2019-04-27,2019-12-08,Out of Service,18720208.57,equipment.csv
1371,15,Oxygen Concentrator,GE Healthcare,2023-12-06,2024-07-04,Operational,22592086.38,equipment.csv
1372,15,Oxygen Concentrator,GE Healthcare,2021-09-15,2022-04-08,Out of Service,24707331.16,equipment.csv
1373,15,Dialysis Machine,Dräger,2017-11-05,2018-09-06,Out of Service,6595116.71,equipment.csv
1374,15,Incubator,GE Healthcare,2022-02-06,2023-04-25,Operational,24335419.44,equipment.csv
1375,15,Dialysis Machine,Mindray,2025-06-21,2026-09-13,Operational,12803583.59,equipment.csv
1376,15,Hospital Bed,Medtronic,2026-04-13,2027-08-12,Operational,13288560.12,equipment.csv
1377,15,X-Ray Machine,Medtronic,2016-05-23,2017-12-04,Out of Service,17146918.0,equipment.csv
1378,15,Incubator,Baxter,2012-05-23,2013-05-19,Out of Service,17696836.86,equipment.csv
1379,15,MRI Scanner,Philips,2021-06-22,2022-05-21,Under Maintenance,16310620.39,equipment.csv
1380,15,X-Ray Machine,Medtronic,2021-04-13,2022-04-11,Operational,23044247.98,equipment.csv
1381,15,Incubator,Mindray,2021-03-03,2021-10-30,Under Maintenance,5913320.42,equipment.csv
1382,15,Incubator,Siemens,2017-02-07,2018-08-10,Operational,2985759.98,equipment.csv
1383,15,Hospital Bed,Baxter,2013-04-22,2014-01-23,Operational,808526.78,equipment.csv
1384,15,Oxygen Concentrator,Medtronic,2025-10-24,2027-05-08,Out of Service,16754872.88,equipment.csv
1385,15,Infusion Pump,Siemens,2016-12-01,2017-07-19,Operational,11969964.89,equipment.csv
1386,15,Defibrillator,Baxter,2022-03-03,2023-03-16,Operational,10889537.39,equipment.csv
1387,15,MRI Scanner,Baxter,2016-11-20,2018-01-15,Operational,7917488.19,equipment.csv
1388,15,Hospital Bed,Mindray,2014-07-29,2015-12-17,Operational,22213954.75,equipment.csv
1389,15,Anesthesia Machine,Siemens,2020-08-10,2021-11-25,Operational,21928565.37,equipment.csv
1390,15,Anesthesia Machine,Philips,2022-06-22,2024-02-15,Under Maintenance,16288964.8,equipment.csv
1391,15,Defibrillator,GE Healthcare,2024-04-20,2025-08-21,Under Maintenance,6591617.9,equipment.csv
1392,15,Ventilator,Philips,2025-09-23,2027-06-10,Under Maintenance,21704964.47,equipment.csv
1393,15,Ultrasound Machine,Medtronic,2024-11-09,2025-09-24,Operational,16140984.65,equipment.csv
1394,15,Anesthesia Machine,Medtronic,2020-07-31,2022-01-14,Operational,10975282.67,equipment.csv
1395,15,Ultrasound Machine,GE Healthcare,2019-02-16,2020-03-16,Out of Service,23845716.39,equipment.csv
1396,15,Defibrillator,Baxter,2020-08-25,2021-10-18,Operational,11116913.88,equipment.csv
1397,15,Oxygen Concentrator,Mindray,2012-01-05,2012-08-27,Operational,741596.77,equipment.csv
1398,15,Hospital Bed,Mindray,2026-01-10,2026-07-20,Out of Service,8975812.42,equipment.csv
1399,15,Incubator,Siemens,2022-12-26,2024-03-08,Under Maintenance,10467158.14,equipment.csv
1400,15,Defibrillator,Medtronic,2017-08-25,2018-03-31,Operational,5744601.64,equipment.csv
1401,15,Ventilator,Baxter,2022-12-13,2024-01-04,Operational,2346744.42,equipment.csv
1402,15,MRI Scanner,GE Healthcare,2015-04-23,2016-12-11,Out of Service,10017598.02,equipment.csv
1403,15,ECG Machine,Siemens,2018-11-08,2020-10-30,Operational,2011506.33,equipment.csv
1404,15,Anesthesia Machine,Baxter,2025-09-25,2027-09-14,Out of Service,9113199.11,equipment.csv
1405,15,Incubator,Philips,2025-05-12,2026-07-07,Operational,5072299.17,equipment.csv
1406,15,ECG Machine,Dräger,2020-01-07,2021-11-20,Under Maintenance,5573844.81,equipment.csv
1407,15,Oxygen Concentrator,Philips,2026-03-13,2027-02-02,Under Maintenance,15297895.32,equipment.csv
1408,15,Operating Table,Mindray,2017-01-24,2018-08-23,Under Maintenance,14165255.68,equipment.csv
1409,15,X-Ray Machine,Dräger,2026-02-17,2027-10-14,Under Maintenance,2721065.3,equipment.csv
1410,15,X-Ray Machine,Philips,2024-10-06,2026-01-17,Under Maintenance,16757965.13,equipment.csv
1411,15,Defibrillator,Baxter,2017-09-20,2019-08-12,Operational,18869322.5,equipment.csv
1412,15,Ultrasound Machine,Baxter,2015-09-21,2017-02-13,Out of Service,18853531.72,equipment.csv
1413,15,Oxygen Concentrator,Medtronic,2013-09-19,2015-04-13,Out of Service,14286250.92,equipment.csv
1414,15,Anesthesia Machine,Mindray,2017-11-09,2018-07-02,Operational,484142.51,equipment.csv
1415,15,Ventilator,Siemens,2018-08-10,2019-06-14,Under Maintenance,1143943.13,equipment.csv
1416,15,Defibrillator,Philips,2015-12-21,2016-11-15,Operational,4682396.22,equipment.csv
1417,15,Patient Monitor,Dräger,2021-11-07,2023-10-17,Operational,7723443.15,equipment.csv
1418,15,ECG Machine,Baxter,2020-11-01,2021-05-03,Operational,8819702.52,equipment.csv
1419,15,X-Ray Machine,Fresenius,2014-08-28,2015-12-31,Operational,7047374.98,equipment.csv
1420,15,Incubator,GE Healthcare,2019-10-04,2020-07-08,Under Maintenance,16046658.23,equipment.csv
1421,15,Infusion Pump,Dräger,2018-05-08,2018-12-04,Out of Service,23969228.1,equipment.csv
1422,15,Defibrillator,Fresenius,2022-08-26,2024-08-16,Operational,18864439.13,equipment.csv
1423,15,CT Scanner,Fresenius,2021-05-04,2022-08-18,Operational,21825259.34,equipment.csv
1424,15,Incubator,Baxter,2014-08-22,2015-05-26,Out of Service,8882827.23,equipment.csv
1425,15,X-Ray Machine,Mindray,2012-11-06,2013-09-09,Under Maintenance,10824181.33,equipment.csv
1426,15,Defibrillator,Fresenius,2022-07-16,2023-07-04,Out of Service,15264100.06,equipment.csv
1427,15,X-Ray Machine,GE Healthcare,2013-01-06,2013-12-31,Operational,14374757.42,equipment.csv
1428,15,Anesthesia Machine,Fresenius,2013-05-18,2014-09-01,Out of Service,2575003.1,equipment.csv
1429,15,CT Scanner,Siemens,2013-04-14,2014-09-04,Out of Service,9018232.99,equipment.csv
1430,15,Infusion Pump,Mindray,2012-02-25,2012-11-15,Out of Service,22480782.07,equipment.csv
1431,15,Patient Monitor,Dräger,2016-01-26,2016-07-27,Under Maintenance,557921.62,equipment.csv
1432,15,MRI Scanner,GE Healthcare,2011-11-26,2012-12-30,Operational,19232772.35,equipment.csv
1433,15,Patient Monitor,Dräger,2023-10-11,2025-04-17,Operational,6827903.45,equipment.csv
1434,15,Hospital Bed,Baxter,2024-12-10,2026-07-24,Operational,3626616.93,equipment.csv
1435,15,CT Scanner,Fresenius,2015-08-30,2016-11-27,Operational,306725.23,equipment.csv
1436,15,CT Scanner,Baxter,2019-06-10,2020-03-24,Out of Service,3847193.94,equipment.csv
1437,15,Operating Table,Dräger,2012-06-06,2014-04-28,Operational,23379527.45,equipment.csv
1438,15,Infusion Pump,Siemens,2015-09-26,2016-06-14,Under Maintenance,13264562.04,equipment.csv
1439,15,MRI Scanner,Mindray,2018-02-27,2019-07-31,Operational,571828.33,equipment.csv
1440,15,Infusion Pump,Baxter,2022-02-19,2023-11-12,Under Maintenance,1376049.67,equipment.csv
1441,15,Infusion Pump,Siemens,2012-07-17,2013-07-28,Out of Service,20825801.59,equipment.csv
1442,15,ECG Machine,GE Healthcare,2026-03-09,2027-07-01,Operational,15565217.09,equipment.csv
1443,15,Oxygen Concentrator,Siemens,2018-06-24,2020-03-13,Operational,20329174.87,equipment.csv
1444,15,Patient Monitor,Medtronic,2012-09-18,2014-06-13,Operational,24072660.95,equipment.csv
1445,15,Operating Table,Fresenius,2020-12-16,2022-05-25,Operational,20184600.98,equipment.csv
1446,15,X-Ray Machine,Mindray,2024-02-02,2025-05-17,Out of Service,18835272.11,equipment.csv
1447,15,Ventilator,Fresenius,2015-07-04,2016-02-22,Under Maintenance,6907233.14,equipment.csv
1448,15,Patient Monitor,Dräger,2023-09-24,2025-04-15,Operational,6941629.57,equipment.csv
1449,15,Anesthesia Machine,Baxter,2017-04-14,2018-09-24,Operational,15425906.68,equipment.csv
1450,15,CT Scanner,Baxter,2020-09-04,2021-08-18,Under Maintenance,19329640.09,equipment.csv
1451,15,CT Scanner,Philips,2019-10-14,2021-01-25,Under Maintenance,9896118.41,equipment.csv
1452,15,X-Ray Machine,Baxter,2020-06-17,2022-04-18,Out of Service,24020297.38,equipment.csv
1453,15,Patient Monitor,Siemens,2017-02-22,2017-10-10,Operational,12630479.65,equipment.csv
1454,15,CT Scanner,Mindray,2014-06-09,2016-04-09,Out of Service,13838514.52,equipment.csv
1455,15,Incubator,Medtronic,2014-01-19,2014-10-02,Operational,18645150.21,equipment.csv
1456,15,ECG Machine,GE Healthcare,2017-03-22,2017-12-28,Under Maintenance,3174016.14,equipment.csv
1457,15,CT Scanner,Baxter,2012-11-14,2013-09-10,Under Maintenance,22982587.8,equipment.csv
1458,15,Infusion Pump,GE Healthcare,2013-09-05,2014-10-26,Out of Service,13491481.57,equipment.csv
1459,15,MRI Scanner,Dräger,2020-02-10,2021-10-06,Under Maintenance,3325468.51,equipment.csv
1460,15,ECG Machine,Medtronic,2014-06-27,2015-01-28,Under Maintenance,4663059.86,equipment.csv
1461,15,Incubator,Siemens,2023-01-17,2023-10-18,Out of Service,16748866.21,equipment.csv
1462,16,Infusion Pump,Dräger,2012-04-27,2013-05-25,Operational,13357101.23,equipment.csv
1463,16,Ultrasound Machine,GE Healthcare,2025-11-08,2026-05-29,Under Maintenance,4722599.01,equipment.csv
1464,16,Infusion Pump,Baxter,2019-07-18,2021-03-02,Operational,16842622.52,equipment.csv
1465,16,MRI Scanner,Medtronic,2011-08-18,2013-05-22,Under Maintenance,4800275.48,equipment.csv
1466,16,Incubator,Siemens,2016-07-03,2018-02-21,Operational,13087212.11,equipment.csv
1467,16,MRI Scanner,Dräger,2018-04-02,2019-04-20,Operational,6293698.25,equipment.csv
1468,16,Dialysis Machine,Fresenius,2018-12-08,2020-04-26,Under Maintenance,14902364.16,equipment.csv
1469,16,Infusion Pump,Philips,2025-02-11,2026-07-27,Under Maintenance,24957342.16,equipment.csv
1470,16,Defibrillator,Medtronic,2023-08-30,2024-12-24,Out of Service,10003330.42,equipment.csv
1471,16,Operating Table,Siemens,2015-11-04,2017-04-30,Operational,15759067.29,equipment.csv
1472,16,X-Ray Machine,Siemens,2023-06-04,2025-02-22,Out of Service,11769739.67,equipment.csv
1473,16,Oxygen Concentrator,Philips,2012-06-20,2014-05-03,Operational,7971587.03,equipment.csv
1474,16,Oxygen Concentrator,Philips,2023-04-19,2024-07-30,Under Maintenance,7185228.96,equipment.csv
1475,16,Dialysis Machine,Dräger,2026-02-01,2027-05-05,Out of Service,7992688.15,equipment.csv
1476,16,Hospital Bed,GE Healthcare,2018-11-14,2020-07-19,Out of Service,20720839.73,equipment.csv
1477,16,Incubator,Fresenius,2025-04-17,2025-12-06,Out of Service,5657209.68,equipment.csv
1478,16,Oxygen Concentrator,Medtronic,2015-06-16,2016-04-19,Out of Service,15196400.12,equipment.csv
1479,16,Ventilator,Medtronic,2021-07-27,2022-07-19,Out of Service,10723823.32,equipment.csv
1480,16,Oxygen Concentrator,Philips,2013-11-21,2015-06-27,Out of Service,12935746.38,equipment.csv
1481,16,CT Scanner,Baxter,2019-02-13,2020-01-16,Under Maintenance,15714586.33,equipment.csv
1482,16,CT Scanner,GE Healthcare,2017-10-05,2019-09-27,Out of Service,6231041.55,equipment.csv
1483,16,Ventilator,Baxter,2016-11-08,2018-09-13,Operational,6014441.4,equipment.csv
1484,16,Infusion Pump,Dräger,2018-11-06,2019-05-17,Operational,19267703.08,equipment.csv
1485,16,Infusion Pump,Siemens,2026-02-27,2027-11-13,Out of Service,15190822.9,equipment.csv
1486,16,Ventilator,Siemens,2017-08-17,2018-12-09,Under Maintenance,4908893.04,equipment.csv
1487,16,Anesthesia Machine,Mindray,2022-11-27,2023-12-20,Operational,24418653.07,equipment.csv
1488,16,Dialysis Machine,Mindray,2019-11-20,2020-07-02,Under Maintenance,12946623.93,equipment.csv
1489,16,MRI Scanner,GE Healthcare,2024-01-30,2025-03-21,Out of Service,11003918.91,equipment.csv
1490,16,Ultrasound Machine,Fresenius,2023-01-30,2024-09-13,Under Maintenance,20445172.98,equipment.csv
1491,16,Operating Table,Fresenius,2025-01-15,2026-12-21,Operational,4433771.41,equipment.csv
1492,16,Anesthesia Machine,Baxter,2019-11-24,2021-09-22,Out of Service,4622138.26,equipment.csv
1493,16,Ventilator,GE Healthcare,2011-08-23,2013-05-04,Under Maintenance,16333817.83,equipment.csv
1494,16,Ventilator,Medtronic,2018-03-12,2020-01-31,Operational,1201581.67,equipment.csv
1495,16,Patient Monitor,Medtronic,2015-04-25,2016-12-30,Under Maintenance,12037001.77,equipment.csv
1496,16,Ventilator,Mindray,2013-05-31,2013-12-25,Under Maintenance,5912961.42,equipment.csv
1497,16,Patient Monitor,Siemens,2025-12-03,2026-12-21,Under Maintenance,9539104.39,equipment.csv
1498,16,MRI Scanner,Baxter,2024-08-11,2026-02-23,Operational,11103636.98,equipment.csv
1499,16,Ventilator,Fresenius,2018-05-12,2020-04-13,Under Maintenance,877406.02,equipment.csv
1500,16,MRI Scanner,Siemens,2024-04-07,2025-05-22,Under Maintenance,10639824.25,equipment.csv
1501,16,Patient Monitor,Philips,2015-02-04,2016-10-29,Operational,5262540.87,equipment.csv
1502,16,Infusion Pump,Fresenius,2022-02-04,2023-12-31,Operational,1189557.96,equipment.csv
1503,16,Patient Monitor,Philips,2011-09-15,2013-05-16,Operational,17873339.67,equipment.csv
1504,16,Incubator,GE Healthcare,2025-02-04,2026-04-19,Operational,22329223.3,equipment.csv
1505,16,Defibrillator,Fresenius,2016-01-07,2016-09-02,Operational,786014.93,equipment.csv
1506,16,Ventilator,Siemens,2021-08-20,2023-02-03,Out of Service,24044632.8,equipment.csv
1507,16,ECG Machine,Medtronic,2011-12-05,2012-12-10,Under Maintenance,23195283.5,equipment.csv
1508,16,Ultrasound Machine,Mindray,2016-09-18,2018-08-06,Out of Service,22831562.73,equipment.csv
1509,16,Anesthesia Machine,Philips,2024-09-17,2026-09-12,Operational,3737103.98,equipment.csv
1510,16,ECG Machine,Dräger,2011-11-12,2013-09-27,Under Maintenance,8709752.72,equipment.csv
1511,16,Ventilator,Mindray,2021-03-24,2022-12-07,Under Maintenance,21477306.62,equipment.csv
1512,16,Ventilator,Baxter,2023-03-18,2024-06-27,Under Maintenance,15487403.88,equipment.csv
1513,16,Ultrasound Machine,Medtronic,2012-12-14,2014-08-28,Operational,3882185.32,equipment.csv
1514,16,MRI Scanner,Dräger,2022-08-15,2023-07-19,Out of Service,15778343.14,equipment.csv
1515,16,Operating Table,Siemens,2026-01-09,2027-08-22,Under Maintenance,1235253.38,equipment.csv
1516,16,ECG Machine,Medtronic,2019-04-17,2020-12-15,Under Maintenance,3886504.27,equipment.csv
1517,16,Patient Monitor,Philips,2020-09-22,2021-09-21,Operational,9944263.65,equipment.csv
1518,16,Anesthesia Machine,Philips,2018-07-16,2020-01-29,Under Maintenance,5456368.29,equipment.csv
1519,16,Hospital Bed,Dräger,2013-08-09,2014-02-06,Operational,8437452.96,equipment.csv
1520,16,Patient Monitor,Mindray,2013-11-08,2015-07-16,Under Maintenance,14828427.98,equipment.csv
1521,16,Dialysis Machine,Mindray,2019-05-08,2020-11-18,Out of Service,10703597.7,equipment.csv
