inventory_id,hospital_id,medication_id,quantity_available,reorder_level,supplier,last_stock_update,source_file
3172,15,252,1775,320,Mission for Essential Drugs,2026-06-27,pharmacy_inventory.csv
3173,15,296,3825,258,Mission for Essential Drugs,2026-04-13,pharmacy_inventory.csv
3174,15,195,1796,319,Mission for Essential Drugs,2026-06-24,pharmacy_inventory.csv
3175,15,233,4990,360,Harleys Limited,2026-06-16,pharmacy_inventory.csv
3176,15,87,4199,406,Medisel Kenya,2026-06-22,pharmacy_inventory.csv
3177,15,117,1377,198,Revital Healthcare,2026-05-01,pharmacy_inventory.csv
3178,15,127,3157,207,Phillips Healthcare,2026-04-02,pharmacy_inventory.csv
3179,15,116,2814,156,Medisel Kenya,2026-04-10,pharmacy_inventory.csv
3180,15,60,621,389,Mission for Essential Drugs,2026-05-28,pharmacy_inventory.csv
3181,15,192,1493,115,KEMSA,2026-05-28,pharmacy_inventory.csv
3182,15,155,4470,356,Surgipharm,2026-06-21,pharmacy_inventory.csv
3183,15,275,4459,456,Surgipharm,2026-05-19,pharmacy_inventory.csv
3184,15,207,592,241,Revital Healthcare,2026-05-20,pharmacy_inventory.csv
3185,15,258,3783,165,Surgipharm,2026-06-25,pharmacy_inventory.csv
3186,15,152,3948,298,Surgipharm,2026-04-12,pharmacy_inventory.csv
3187,15,134,3071,437,Medisel Kenya,2026-06-08,pharmacy_inventory.csv
3188,15,100,3598,129,Revital Healthcare,2026-06-17,pharmacy_inventory.csv
3189,15,74,226,403,Harleys Limited,2026-04-10,pharmacy_inventory.csv
3190,15,59,4136,171,Phillips Healthcare,2026-04-08,pharmacy_inventory.csv
3191,15,154,829,497,Phillips Healthcare,2026-06-11,pharmacy_inventory.csv
3192,15,247,4474,345,Lab & Allied,2026-04-15,pharmacy_inventory.csv
3193,15,189,1324,339,KEMSA,2026-04-03,pharmacy_inventory.csv
3194,15,64,529,297,Phillips Healthcare,2026-04-27,pharmacy_inventory.csv
3195,15,5,2646,290,KEMSA,2026-06-02,pharmacy_inventory.csv
3196,15,38,613,178,Lab & Allied,2026-05-19,pharmacy_inventory.csv
3197,15,142,1444,220,Surgipharm,2026-04-23,pharmacy_inventory.csv
3198,15,292,3027,156,Mission for Essential Drugs,2026-05-01,pharmacy_inventory.csv
3199,15,255,951,472,Harleys Limited,2026-04-08,pharmacy_inventory.csv
3200,15,282,3608,388,Phillips Healthcare,2026-04-09,pharmacy_inventory.csv
3201,15,137,2983,288,Medisel Kenya,2026-04-21,pharmacy_inventory.csv
3202,15,28,3430,352,Medisel Kenya,2026-04-22,pharmacy_inventory.csv
3203,15,194,3483,473,Mission for Essential Drugs,2026-05-16,pharmacy_inventory.csv
3204,15,131,2504,406,Mission for Essential Drugs,2026-06-02,pharmacy_inventory.csv
3205,15,208,4814,182,Revital Healthcare,2026-04-20,pharmacy_inventory.csv
3206,15,39,726,192,Phillips Healthcare,2026-04-05,pharmacy_inventory.csv
3207,15,170,3629,274,Phillips Healthcare,2026-06-21,pharmacy_inventory.csv
3208,15,205,3342,388,Surgipharm,2026-04-29,pharmacy_inventory.csv
3209,15,102,4924,373,Surgipharm,2026-06-21,pharmacy_inventory.csv
3210,15,213,2429,341,Medisel Kenya,2026-05-14,pharmacy_inventory.csv
3211,15,210,1153,351,Harleys Limited,2026-05-31,pharmacy_inventory.csv
3212,15,299,3138,376,Medisel Kenya,2026-04-30,pharmacy_inventory.csv
3213,15,163,4122,253,Revital Healthcare,2026-05-06,pharmacy_inventory.csv
3214,15,165,4538,326,Phillips Healthcare,2026-04-18,pharmacy_inventory.csv
3215,15,298,864,487,Revital Healthcare,2026-06-20,pharmacy_inventory.csv
3216,15,176,3897,231,Mission for Essential Drugs,2026-06-17,pharmacy_inventory.csv
3217,15,9,4601,203,Lab & Allied,2026-04-28,pharmacy_inventory.csv
3218,15,204,2810,329,Mission for Essential Drugs,2026-05-21,pharmacy_inventory.csv
3219,15,182,3477,164,Revital Healthcare,2026-04-23,pharmacy_inventory.csv
3220,15,228,3626,173,Phillips Healthcare,2026-06-21,pharmacy_inventory.csv
3221,15,271,2348,326,Phillips Healthcare,2026-04-20,pharmacy_inventory.csv
3222,15,230,3218,217,Phillips Healthcare,2026-06-18,pharmacy_inventory.csv
3223,15,46,3613,154,KEMSA,2026-04-22,pharmacy_inventory.csv
3224,15,13,3542,334,Surgipharm,2026-06-11,pharmacy_inventory.csv
3225,15,178,737,202,Lab & Allied,2026-05-06,pharmacy_inventory.csv
3226,15,145,1118,344,Phillips Healthcare,2026-04-23,pharmacy_inventory.csv
3227,15,294,3115,380,Medisel Kenya,2026-05-01,pharmacy_inventory.csv
3228,15,260,3757,492,KEMSA,2026-05-23,pharmacy_inventory.csv
3229,15,279,3694,237,Surgipharm,2026-06-17,pharmacy_inventory.csv
3230,15,123,4450,100,Mission for Essential Drugs,2026-03-31,pharmacy_inventory.csv
3231,15,113,1216,496,Harleys Limited,2026-06-19,pharmacy_inventory.csv
3232,15,295,4359,140,KEMSA,2026-05-22,pharmacy_inventory.csv
3233,15,236,3417,292,Surgipharm,2026-04-16,pharmacy_inventory.csv
3234,15,1,3729,261,Revital Healthcare,2026-05-12,pharmacy_inventory.csv
3235,15,173,3402,328,Surgipharm,2026-06-11,pharmacy_inventory.csv
3236,15,300,4066,201,Mission for Essential Drugs,2026-06-17,pharmacy_inventory.csv
3237,15,92,2538,187,Phillips Healthcare,2026-04-07,pharmacy_inventory.csv
3238,15,146,2774,347,Medisel Kenya,2026-06-23,pharmacy_inventory.csv
3239,15,234,1227,487,Mission for Essential Drugs,2026-05-18,pharmacy_inventory.csv
3240,15,7,4601,339,Mission for Essential Drugs,2026-06-14,pharmacy_inventory.csv
3241,15,249,340,101,Mission for Essential Drugs,2026-05-01,pharmacy_inventory.csv
3242,15,250,1674,115,Harleys Limited,2026-04-19,pharmacy_inventory.csv
3243,15,88,2152,351,Revital Healthcare,2026-04-21,pharmacy_inventory.csv
3244,15,98,2234,342,Harleys Limited,2026-05-29,pharmacy_inventory.csv
3245,15,139,4808,348,Lab & Allied,2026-04-29,pharmacy_inventory.csv
3246,15,18,1469,364,Harleys Limited,2026-06-02,pharmacy_inventory.csv
3247,15,284,3967,101,Phillips Healthcare,2026-04-26,pharmacy_inventory.csv
3248,15,94,837,331,Harleys Limited,2026-05-09,pharmacy_inventory.csv
3249,15,14,229,421,Lab & Allied,2026-04-10,pharmacy_inventory.csv
3250,15,56,3733,204,Revital Healthcare,2026-06-14,pharmacy_inventory.csv
3251,15,246,3699,158,KEMSA,2026-04-10,pharmacy_inventory.csv
3252,15,34,1037,199,Phillips Healthcare,2026-05-19,pharmacy_inventory.csv
3253,15,85,1381,137,KEMSA,2026-04-29,pharmacy_inventory.csv
3254,15,143,181,305,Mission for Essential Drugs,2026-04-02,pharmacy_inventory.csv
3255,15,44,4237,494,KEMSA,2026-05-14,pharmacy_inventory.csv
3256,15,167,4853,234,Surgipharm,2026-06-09,pharmacy_inventory.csv
3257,15,17,863,135,Medisel Kenya,2026-06-11,pharmacy_inventory.csv
3258,15,132,456,226,Medisel Kenya,2026-06-14,pharmacy_inventory.csv
3259,15,149,2838,256,Revital Healthcare,2026-05-07,pharmacy_inventory.csv
3260,15,216,1886,189,Harleys Limited,2026-05-28,pharmacy_inventory.csv
3261,15,206,2501,246,Surgipharm,2026-05-01,pharmacy_inventory.csv
3262,15,57,2081,392,Phillips Healthcare,2026-05-04,pharmacy_inventory.csv
3263,15,32,557,186,Medisel Kenya,2026-06-08,pharmacy_inventory.csv
3264,15,42,2496,399,Surgipharm,2026-04-25,pharmacy_inventory.csv
3265,15,83,1577,197,Surgipharm,2026-06-15,pharmacy_inventory.csv
3266,15,175,3259,186,Harleys Limited,2026-06-21,pharmacy_inventory.csv
3267,15,103,2332,283,Medisel Kenya,2026-05-22,pharmacy_inventory.csv
3268,15,177,3826,299,Revital Healthcare,2026-05-24,pharmacy_inventory.csv
3269,15,99,2683,192,Revital Healthcare,2026-04-20,pharmacy_inventory.csv
3270,15,267,3555,305,Lab & Allied,2026-05-18,pharmacy_inventory.csv
3271,15,111,328,433,Surgipharm,2026-06-22,pharmacy_inventory.csv
3272,15,119,4728,344,Revital Healthcare,2026-04-29,pharmacy_inventory.csv
3273,15,273,4576,414,Mission for Essential Drugs,2026-06-21,pharmacy_inventory.csv
3274,15,68,4684,401,Harleys Limited,2026-06-07,pharmacy_inventory.csv
3275,15,50,785,233,Mission for Essential Drugs,2026-05-24,pharmacy_inventory.csv
3276,15,29,3201,427,Mission for Essential Drugs,2026-05-19,pharmacy_inventory.csv
3277,15,241,3100,464,Medisel Kenya,2026-05-17,pharmacy_inventory.csv
3278,15,15,2886,242,Surgipharm,2026-05-10,pharmacy_inventory.csv
3279,15,107,3118,423,Medisel Kenya,2026-04-22,pharmacy_inventory.csv
3280,15,122,3143,483,KEMSA,2026-04-27,pharmacy_inventory.csv
3281,15,227,3119,200,Harleys Limited,2026-05-03,pharmacy_inventory.csv
3282,15,253,1900,110,Surgipharm,2026-04-15,pharmacy_inventory.csv
3283,15,220,4561,196,Phillips Healthcare,2026-05-10,pharmacy_inventory.csv
3284,15,77,201,147,Mission for Essential Drugs,2026-06-01,pharmacy_inventory.csv
3285,15,263,1849,438,Revital Healthcare,2026-05-19,pharmacy_inventory.csv
3286,15,126,1327,124,Harleys Limited,2026-04-26,pharmacy_inventory.csv
3287,15,193,1250,392,Revital Healthcare,2026-04-11,pharmacy_inventory.csv
3288,15,264,4189,335,Phillips Healthcare,2026-04-01,pharmacy_inventory.csv
3289,15,288,1136,350,Lab & Allied,2026-04-05,pharmacy_inventory.csv
3290,15,266,4929,441,Mission for Essential Drugs,2026-05-29,pharmacy_inventory.csv
3291,15,223,715,471,Mission for Essential Drugs,2026-04-01,pharmacy_inventory.csv
3292,15,186,76,224,KEMSA,2026-06-13,pharmacy_inventory.csv
3293,15,201,2832,475,KEMSA,2026-04-16,pharmacy_inventory.csv
3294,15,231,1238,168,Mission for Essential Drugs,2026-05-24,pharmacy_inventory.csv
3295,15,81,1771,403,Surgipharm,2026-06-25,pharmacy_inventory.csv
3296,15,224,837,402,Medisel Kenya,2026-06-05,pharmacy_inventory.csv
3297,15,153,4818,485,Medisel Kenya,2026-05-10,pharmacy_inventory.csv
3298,15,180,1525,176,Surgipharm,2026-04-15,pharmacy_inventory.csv
3299,15,262,4054,436,Revital Healthcare,2026-04-27,pharmacy_inventory.csv
3300,15,209,1374,401,Lab & Allied,2026-05-25,pharmacy_inventory.csv
3301,15,259,3793,332,Lab & Allied,2026-06-15,pharmacy_inventory.csv
3302,15,61,3332,220,KEMSA,2026-04-07,pharmacy_inventory.csv
3303,15,114,49,428,KEMSA,2026-05-21,pharmacy_inventory.csv
3304,15,58,2778,252,Harleys Limited,2026-05-25,pharmacy_inventory.csv
3305,15,120,3132,172,Medisel Kenya,2026-05-13,pharmacy_inventory.csv
3306,15,71,4650,375,Revital Healthcare,2026-06-13,pharmacy_inventory.csv
3307,15,238,1985,197,Mission for Essential Drugs,2026-06-01,pharmacy_inventory.csv
3308,15,202,3323,115,Phillips Healthcare,2026-05-18,pharmacy_inventory.csv
3309,15,128,1621,138,Mission for Essential Drugs,2026-06-17,pharmacy_inventory.csv
3310,15,183,2576,190,Revital Healthcare,2026-04-13,pharmacy_inventory.csv
3311,15,268,2677,209,KEMSA,2026-03-30,pharmacy_inventory.csv
3312,15,22,4613,322,Phillips Healthcare,2026-05-29,pharmacy_inventory.csv
3313,15,157,1661,213,KEMSA,2026-04-04,pharmacy_inventory.csv
3314,15,80,2074,451,KEMSA,2026-05-25,pharmacy_inventory.csv
3315,15,33,281,491,Lab & Allied,2026-05-01,pharmacy_inventory.csv
3316,15,235,3654,400,Harleys Limited,2026-05-04,pharmacy_inventory.csv
3317,15,105,4313,478,Surgipharm,2026-05-12,pharmacy_inventory.csv
3318,15,23,2311,188,Phillips Healthcare,2026-04-17,pharmacy_inventory.csv
3319,15,171,2345,345,Phillips Healthcare,2026-06-23,pharmacy_inventory.csv
3320,15,293,4247,150,Medisel Kenya,2026-05-12,pharmacy_inventory.csv
3321,15,211,4054,236,Surgipharm,2026-06-25,pharmacy_inventory.csv
3322,15,289,1581,168,Revital Healthcare,2026-04-26,pharmacy_inventory.csv
3323,15,285,4722,492,Revital Healthcare,2026-04-16,pharmacy_inventory.csv
3324,15,101,3632,455,Phillips Healthcare,2026-04-14,pharmacy_inventory.csv
3325,15,124,4971,109,Phillips Healthcare,2026-06-15,pharmacy_inventory.csv
3326,15,172,2488,472,Mission for Essential Drugs,2026-04-20,pharmacy_inventory.csv
3327,15,144,4349,431,Phillips Healthcare,2026-05-12,pharmacy_inventory.csv
3328,15,79,2276,413,Revital Healthcare,2026-06-25,pharmacy_inventory.csv
3329,15,52,3549,291,KEMSA,2026-04-30,pharmacy_inventory.csv
3330,15,121,3337,463,Phillips Healthcare,2026-05-17,pharmacy_inventory.csv
3331,15,297,3414,251,Revital Healthcare,2026-04-30,pharmacy_inventory.csv
3332,15,140,3813,250,Revital Healthcare,2026-06-02,pharmacy_inventory.csv
3333,15,6,2028,252,Surgipharm,2026-05-01,pharmacy_inventory.csv
3334,15,72,670,193,Phillips Healthcare,2026-05-25,pharmacy_inventory.csv
3335,15,156,2061,246,Harleys Limited,2026-05-10,pharmacy_inventory.csv
3336,15,54,4767,363,Revital Healthcare,2026-06-09,pharmacy_inventory.csv
3337,15,63,3661,151,KEMSA,2026-05-10,pharmacy_inventory.csv
3338,15,256,3408,242,KEMSA,2026-05-08,pharmacy_inventory.csv
3339,15,274,194,212,Lab & Allied,2026-06-12,pharmacy_inventory.csv
3340,15,35,998,296,Harleys Limited,2026-06-10,pharmacy_inventory.csv
3341,15,67,764,486,Medisel Kenya,2026-05-25,pharmacy_inventory.csv
3342,15,115,2100,116,Phillips Healthcare,2026-06-13,pharmacy_inventory.csv
3343,15,70,3351,310,KEMSA,2026-04-27,pharmacy_inventory.csv
3344,15,286,4462,234,Mission for Essential Drugs,2026-04-27,pharmacy_inventory.csv
3345,15,69,3403,481,Phillips Healthcare,2026-06-13,pharmacy_inventory.csv
3346,15,254,2983,137,Lab & Allied,2026-06-07,pharmacy_inventory.csv
3347,15,166,3923,393,Harleys Limited,2026-06-01,pharmacy_inventory.csv
3348,15,25,983,491,Mission for Essential Drugs,2026-05-21,pharmacy_inventory.csv
3349,15,200,2782,202,Revital Healthcare,2026-04-24,pharmacy_inventory.csv
3350,15,78,1241,447,Mission for Essential Drugs,2026-06-23,pharmacy_inventory.csv
3351,15,251,4783,306,Harleys Limited,2026-06-03,pharmacy_inventory.csv
3352,15,261,2123,455,Harleys Limited,2026-03-31,pharmacy_inventory.csv
3353,15,97,3027,463,Surgipharm,2026-05-01,pharmacy_inventory.csv
3354,15,133,928,334,Surgipharm,2026-05-30,pharmacy_inventory.csv
3355,15,245,159,243,Revital Healthcare,2026-05-13,pharmacy_inventory.csv
3356,16,180,609,331,Lab & Allied,2026-04-15,pharmacy_inventory.csv
3357,16,233,3623,204,Phillips Healthcare,2026-04-21,pharmacy_inventory.csv
3358,16,259,1379,296,Mission for Essential Drugs,2026-06-25,pharmacy_inventory.csv
3359,16,218,716,182,Lab & Allied,2026-04-27,pharmacy_inventory.csv
3360,16,68,2655,350,Mission for Essential Drugs,2026-04-19,pharmacy_inventory.csv
3361,16,288,3530,261,Harleys Limited,2026-05-10,pharmacy_inventory.csv
3362,16,251,4491,352,Phillips Healthcare,2026-04-26,pharmacy_inventory.csv
3363,16,295,255,371,Medisel Kenya,2026-04-04,pharmacy_inventory.csv
3364,16,250,1911,235,Mission for Essential Drugs,2026-04-24,pharmacy_inventory.csv
3365,16,113,1740,318,Harleys Limited,2026-05-17,pharmacy_inventory.csv
3366,16,270,3291,295,Harleys Limited,2026-05-21,pharmacy_inventory.csv
3367,16,196,4912,446,Surgipharm,2026-05-04,pharmacy_inventory.csv
3368,16,225,4736,349,Medisel Kenya,2026-05-31,pharmacy_inventory.csv
3369,16,234,4853,359,Lab & Allied,2026-05-07,pharmacy_inventory.csv
3370,16,19,1438,281,Revital Healthcare,2026-04-20,pharmacy_inventory.csv
3371,16,144,644,276,Medisel Kenya,2026-05-04,pharmacy_inventory.csv
3372,16,109,4054,137,Revital Healthcare,2026-05-29,pharmacy_inventory.csv
3373,16,157,3692,450,Revital Healthcare,2026-04-25,pharmacy_inventory.csv
3374,16,173,3559,329,Medisel Kenya,2026-04-26,pharmacy_inventory.csv
3375,16,181,3165,465,Surgipharm,2026-06-01,pharmacy_inventory.csv
3376,16,208,2510,364,Harleys Limited,2026-04-18,pharmacy_inventory.csv
3377,16,57,496,287,Harleys Limited,2026-04-03,pharmacy_inventory.csv
3378,16,221,2300,322,Harleys Limited,2026-06-02,pharmacy_inventory.csv
3379,16,232,379,430,KEMSA,2026-03-31,pharmacy_inventory.csv
3380,16,206,896,482,Surgipharm,2026-06-08,pharmacy_inventory.csv
3381,16,184,875,442,Medisel Kenya,2026-06-16,pharmacy_inventory.csv
3382,16,123,2815,109,Mission for Essential Drugs,2026-04-13,pharmacy_inventory.csv
3383,16,42,362,354,Harleys Limited,2026-06-16,pharmacy_inventory.csv
3384,16,53,1958,176,Revital Healthcare,2026-04-24,pharmacy_inventory.csv
3385,16,136,789,339,Revital Healthcare,2026-03-30,pharmacy_inventory.csv
3386,16,7,2298,346,KEMSA,2026-06-02,pharmacy_inventory.csv
3387,16,137,4961,332,Lab & Allied,2026-03-30,pharmacy_inventory.csv
3388,16,269,2250,196,Lab & Allied,2026-03-31,pharmacy_inventory.csv
3389,16,99,3284,325,Revital Healthcare,2026-04-23,pharmacy_inventory.csv
3390,16,223,3686,143,Lab & Allied,2026-06-15,pharmacy_inventory.csv
3391,16,275,4867,466,Surgipharm,2026-05-05,pharmacy_inventory.csv
3392,16,231,2318,305,Lab & Allied,2026-06-09,pharmacy_inventory.csv
3393,16,267,3800,133,Revital Healthcare,2026-04-24,pharmacy_inventory.csv
3394,16,132,376,163,Mission for Essential Drugs,2026-05-30,pharmacy_inventory.csv
3395,16,146,533,176,Mission for Essential Drugs,2026-06-18,pharmacy_inventory.csv
3396,16,285,2422,379,Surgipharm,2026-06-18,pharmacy_inventory.csv
3397,16,272,1701,325,Revital Healthcare,2026-05-27,pharmacy_inventory.csv
3398,16,214,574,166,Mission for Essential Drugs,2026-05-27,pharmacy_inventory.csv
3399,16,30,4474,300,Lab & Allied,2026-04-14,pharmacy_inventory.csv
3400,16,67,2741,270,Phillips Healthcare,2026-06-27,pharmacy_inventory.csv
3401,16,77,3799,495,Harleys Limited,2026-04-14,pharmacy_inventory.csv
3402,16,94,763,436,Mission for Essential Drugs,2026-04-11,pharmacy_inventory.csv
3403,16,211,4575,205,Surgipharm,2026-04-05,pharmacy_inventory.csv
3404,16,237,915,419,Revital Healthcare,2026-05-18,pharmacy_inventory.csv
3405,16,24,3540,365,Revital Healthcare,2026-04-30,pharmacy_inventory.csv
3406,16,106,4041,484,Phillips Healthcare,2026-04-21,pharmacy_inventory.csv
3407,16,202,4066,442,Surgipharm,2026-06-01,pharmacy_inventory.csv
3408,16,74,3584,451,Lab & Allied,2026-04-08,pharmacy_inventory.csv
3409,16,87,817,414,Surgipharm,2026-06-18,pharmacy_inventory.csv
3410,16,101,2902,130,Mission for Essential Drugs,2026-04-10,pharmacy_inventory.csv
3411,16,216,2920,122,Mission for Essential Drugs,2026-04-19,pharmacy_inventory.csv
3412,16,71,1759,458,Surgipharm,2026-04-15,pharmacy_inventory.csv
3413,16,239,4308,142,Revital Healthcare,2026-04-22,pharmacy_inventory.csv
3414,16,60,1558,378,Surgipharm,2026-05-30,pharmacy_inventory.csv
3415,16,200,4386,149,Harleys Limited,2026-06-09,pharmacy_inventory.csv
3416,16,248,1883,212,Harleys Limited,2026-04-14,pharmacy_inventory.csv
3417,16,176,1011,199,Lab & Allied,2026-04-18,pharmacy_inventory.csv
3418,16,178,1425,466,Harleys Limited,2026-04-08,pharmacy_inventory.csv
3419,16,55,4516,426,Surgipharm,2026-04-01,pharmacy_inventory.csv
3420,16,228,1097,153,KEMSA,2026-03-30,pharmacy_inventory.csv
3421,16,219,534,240,Medisel Kenya,2026-04-09,pharmacy_inventory.csv
3422,16,207,368,142,Lab & Allied,2026-06-22,pharmacy_inventory.csv
3423,16,8,3439,487,Mission for Essential Drugs,2026-05-13,pharmacy_inventory.csv
3424,16,95,3727,320,KEMSA,2026-06-05,pharmacy_inventory.csv
3425,16,258,3957,279,Surgipharm,2026-04-20,pharmacy_inventory.csv
3426,16,154,2925,348,Revital Healthcare,2026-06-16,pharmacy_inventory.csv
3427,16,191,4513,309,Medisel Kenya,2026-04-27,pharmacy_inventory.csv
3428,16,241,507,408,Mission for Essential Drugs,2026-06-06,pharmacy_inventory.csv
3429,16,244,1813,103,Lab & Allied,2026-05-04,pharmacy_inventory.csv
3430,16,286,2891,370,Revital Healthcare,2026-06-18,pharmacy_inventory.csv
3431,16,235,1993,492,Lab & Allied,2026-05-03,pharmacy_inventory.csv
3432,16,119,2836,113,Phillips Healthcare,2026-06-27,pharmacy_inventory.csv
3433,16,171,4211,107,Mission for Essential Drugs,2026-04-18,pharmacy_inventory.csv
3434,16,52,2945,400,KEMSA,2026-06-03,pharmacy_inventory.csv
3435,16,82,4944,114,Lab & Allied,2026-05-19,pharmacy_inventory.csv
3436,16,131,3554,339,Harleys Limited,2026-04-29,pharmacy_inventory.csv
3437,16,252,2577,355,Medisel Kenya,2026-06-04,pharmacy_inventory.csv
3438,16,14,501,257,Medisel Kenya,2026-06-10,pharmacy_inventory.csv
3439,16,93,834,472,Lab & Allied,2026-06-21,pharmacy_inventory.csv
3440,16,18,602,270,Mission for Essential Drugs,2026-05-15,pharmacy_inventory.csv
3441,16,4,2454,147,Phillips Healthcare,2026-04-03,pharmacy_inventory.csv
3442,16,141,1741,178,Revital Healthcare,2026-04-29,pharmacy_inventory.csv
3443,16,15,2127,432,Medisel Kenya,2026-04-05,pharmacy_inventory.csv
3444,16,183,4543,260,Harleys Limited,2026-06-20,pharmacy_inventory.csv
3445,16,107,2575,395,Mission for Essential Drugs,2026-05-07,pharmacy_inventory.csv
3446,16,92,2881,319,Revital Healthcare,2026-05-04,pharmacy_inventory.csv
3447,16,83,3923,178,Phillips Healthcare,2026-06-11,pharmacy_inventory.csv
3448,16,11,632,249,Harleys Limited,2026-04-15,pharmacy_inventory.csv
3449,16,170,3375,446,KEMSA,2026-06-07,pharmacy_inventory.csv
3450,16,96,3886,298,Surgipharm,2026-05-14,pharmacy_inventory.csv
3451,16,139,3883,491,Surgipharm,2026-04-03,pharmacy_inventory.csv
3452,16,121,685,431,Harleys Limited,2026-05-07,pharmacy_inventory.csv
3453,16,185,2321,432,Harleys Limited,2026-04-11,pharmacy_inventory.csv
3454,16,271,319,497,Phillips Healthcare,2026-04-07,pharmacy_inventory.csv
3455,16,175,1607,167,Lab & Allied,2026-05-06,pharmacy_inventory.csv
3456,16,9,1521,452,Revital Healthcare,2026-05-02,pharmacy_inventory.csv
3457,16,153,4969,414,Phillips Healthcare,2026-05-07,pharmacy_inventory.csv
3458,16,50,1871,272,Medisel Kenya,2026-06-09,pharmacy_inventory.csv
3459,16,159,895,146,Harleys Limited,2026-05-09,pharmacy_inventory.csv
3460,16,89,1926,430,Medisel Kenya,2026-05-07,pharmacy_inventory.csv
3461,16,126,4133,262,Medisel Kenya,2026-05-31,pharmacy_inventory.csv
3462,16,34,4111,299,Surgipharm,2026-06-15,pharmacy_inventory.csv
3463,16,249,4591,439,Medisel Kenya,2026-06-24,pharmacy_inventory.csv
3464,16,149,3222,124,Medisel Kenya,2026-05-28,pharmacy_inventory.csv
3465,16,12,614,230,Phillips Healthcare,2026-05-16,pharmacy_inventory.csv
3466,16,296,3419,141,Surgipharm,2026-04-12,pharmacy_inventory.csv
3467,16,220,2180,227,KEMSA,2026-04-19,pharmacy_inventory.csv
3468,16,236,4746,148,Lab & Allied,2026-05-15,pharmacy_inventory.csv
3469,16,261,4852,335,Lab & Allied,2026-05-22,pharmacy_inventory.csv
3470,16,61,4931,313,KEMSA,2026-06-16,pharmacy_inventory.csv
3471,16,75,3213,360,KEMSA,2026-04-05,pharmacy_inventory.csv
3472,16,274,298,177,Mission for Essential Drugs,2026-04-30,pharmacy_inventory.csv
3473,16,266,2687,293,Medisel Kenya,2026-04-23,pharmacy_inventory.csv
3474,16,195,2171,259,Mission for Essential Drugs,2026-05-21,pharmacy_inventory.csv
3475,16,280,2118,409,Harleys Limited,2026-06-19,pharmacy_inventory.csv
3476,16,27,2417,191,Surgipharm,2026-05-07,pharmacy_inventory.csv
3477,16,213,1042,267,Surgipharm,2026-05-09,pharmacy_inventory.csv
3478,16,40,1428,297,KEMSA,2026-05-02,pharmacy_inventory.csv
3479,16,44,2834,421,KEMSA,2026-05-27,pharmacy_inventory.csv
3480,16,164,2454,218,Phillips Healthcare,2026-04-14,pharmacy_inventory.csv
3481,16,209,3005,109,Surgipharm,2026-06-18,pharmacy_inventory.csv
3482,16,145,3418,109,Surgipharm,2026-05-24,pharmacy_inventory.csv
3483,16,10,2498,185,Medisel Kenya,2026-04-13,pharmacy_inventory.csv
3484,16,300,905,456,Lab & Allied,2026-06-10,pharmacy_inventory.csv
3485,16,224,843,357,KEMSA,2026-05-18,pharmacy_inventory.csv
3486,16,13,4634,295,KEMSA,2026-06-16,pharmacy_inventory.csv
3487,16,127,1797,259,Medisel Kenya,2026-06-13,pharmacy_inventory.csv
3488,16,100,278,275,KEMSA,2026-06-16,pharmacy_inventory.csv
3489,16,98,675,456,Harleys Limited,2026-06-16,pharmacy_inventory.csv
3490,16,66,2133,352,Revital Healthcare,2026-04-20,pharmacy_inventory.csv
3491,16,179,516,395,Phillips Healthcare,2026-06-02,pharmacy_inventory.csv
3492,16,203,4585,434,Medisel Kenya,2026-05-05,pharmacy_inventory.csv
3493,16,48,1352,452,KEMSA,2026-05-24,pharmacy_inventory.csv
3494,16,290,4730,218,Lab & Allied,2026-06-01,pharmacy_inventory.csv
3495,16,226,676,273,Harleys Limited,2026-04-24,pharmacy_inventory.csv
3496,16,156,3267,153,Revital Healthcare,2026-05-07,pharmacy_inventory.csv
3497,16,255,3689,365,Mission for Essential Drugs,2026-05-21,pharmacy_inventory.csv
3498,16,2,1305,435,Medisel Kenya,2026-04-05,pharmacy_inventory.csv
3499,16,134,3826,274,Harleys Limited,2026-06-22,pharmacy_inventory.csv
3500,16,64,2990,146,KEMSA,2026-06-02,pharmacy_inventory.csv
3501,16,283,1916,415,KEMSA,2026-05-27,pharmacy_inventory.csv
3502,16,189,2762,480,Revital Healthcare,2026-06-02,pharmacy_inventory.csv
3503,16,257,3535,373,Phillips Healthcare,2026-06-07,pharmacy_inventory.csv
3504,16,148,4367,221,Harleys Limited,2026-04-07,pharmacy_inventory.csv
3505,16,147,1606,355,Mission for Essential Drugs,2026-06-27,pharmacy_inventory.csv
3506,16,287,223,359,Medisel Kenya,2026-05-01,pharmacy_inventory.csv
3507,16,29,1802,137,Phillips Healthcare,2026-04-22,pharmacy_inventory.csv
3508,16,229,4927,103,Revital Healthcare,2026-03-30,pharmacy_inventory.csv
3509,16,169,1916,457,Mission for Essential Drugs,2026-04-17,pharmacy_inventory.csv
3510,16,36,833,224,Revital Healthcare,2026-06-21,pharmacy_inventory.csv
3511,16,174,2907,211,Revital Healthcare,2026-05-19,pharmacy_inventory.csv
3512,16,215,931,198,Surgipharm,2026-06-15,pharmacy_inventory.csv
3513,16,72,2535,244,Phillips Healthcare,2026-03-30,pharmacy_inventory.csv
3514,16,282,1530,229,Surgipharm,2026-06-19,pharmacy_inventory.csv
3515,16,151,109,255,Harleys Limited,2026-05-16,pharmacy_inventory.csv
